"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"EEF1AKNMT",4,8,2,0,0,1.20394419749457,2.92795247913981,2.92795247913981,0,0.736097874830345,0.236475380154005,0.496169173174132,1,0.935519748688994,0.830632506380491,0.896241183646578,1,0.843903550609146,0.999999999917176,FALSE
"NEUROD2",0,3,0,0,0,2.74996301117357,0,0,0,0.292863987345734,0.681501418093048,0.496177841989055,1,0.754205143386088,0.830632506380491,0.896241183646578,1,0.84390962597124,0.999999999917176,FALSE
"INHBE",1,4,0,0,0,2.20632784039485,0,0,0,0.317017677859886,0.60799421338925,0.496187265246664,1,0.761247800531931,0.830632506380491,0.896241183646578,1,0.843916229897299,0.999999999917176,FALSE
"KRT79",2,10,1,0,0,2.0062826903315,1.79017343125095,1.79017343125095,0,0.238607019680013,0.627369031659059,0.496227300631417,1,0.73373314420047,0.830632506380491,0.896241183646578,1,0.843944285154799,0.999999999917176,FALSE
"PDK3",1,4,0,0,0,1.71403120831823,0,0,0,0.496832858827013,0.410466339418308,0.496236922017274,1,0.841956715600409,0.830632506380491,0.896241183646578,1,0.843951026970471,0.999999999917176,FALSE
"CLEC3A",2,9,1,0,0,2.03391325539446,1.76108911327881,1.76108911327881,0,0.238380319418833,0.636527700186983,0.496291234882815,1,0.73373314420047,0.830632506380491,0.896241183646578,1,0.843989081121021,0.999999999917176,FALSE
"GALNT11",2,2,0,0,0,0.509800427829085,0,0,0,0.436827074802869,0.309222332943005,0.496325403907421,1,0.809086334753174,0.830632506380491,0.896241183646578,1,0.844013018502302,0.999999999917176,FALSE
"SLC6A6",3,3,0,0,0,0.60840088596293,0,0,0,0.499680552654246,0.283592403995618,0.496386672728978,1,0.842538458243143,0.830632506380491,0.896241183646578,1,0.844055934970795,0.999999999917176,FALSE
"KCNV2",3,9,1,0,0,1.84073633788847,2.42324509708582,2.42324509708582,0,0.277128426196286,0.467375219861542,0.496450784776129,1,0.748119809419248,0.830632506380491,0.896241183646578,1,0.844100834913259,0.999999999917176,FALSE
"GUCA1ANB",0,0,0,0,0,0,0,0,0,0.252168395451579,0.711878500084422,0.496477848988485,1,0.739038945561641,0.830632506380491,0.896241183646578,1,0.844119786456578,0.999999999917176,FALSE
"F2RL1",0,3,0,0,0,2.81663934371099,0,0,0,0.281421108782388,0.712532556269666,0.49658906881759,1,0.750843873707648,0.830632506380491,0.896241183646578,1,0.84419765194945,0.999999999917176,FALSE
"TSR3",0,0,0,0,0,0,0,0,0,0.256156792234086,0.682325728381399,0.496608613216261,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.844211332495736,0.999999999917176,FALSE
"XRCC3",0,0,0,0,0,0,0,0,0,0.25629665911192,0.681648571640708,0.496665077948805,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.84425085194824,0.999999999917176,FALSE
"ZNF506",0,3,0,0,0,2.38823307413664,0,0,0,0.366537028897356,0.55454115709981,0.496781481287847,1,0.777321171888179,0.830632506380491,0.896241183646578,1,0.844332301947753,0.999999999917176,FALSE
"RBM39",2,4,0,0,0,1.43876841774279,0,0,0,0.618366214908146,0.333160916036435,0.49685026687318,1,0.89293986487297,0.830632506380491,0.896241183646578,1,0.844380419927012,0.999999999917176,FALSE
"MCFD2",0,2,0,0,0,3.15855979821103,0,0,0,0.285911176838883,0.691436237007765,0.496954724750397,1,0.752612215635066,0.830632506380491,0.896241183646578,1,0.844453473740475,0.999999999917176,FALSE
"CALM3",1,0,0,0,0,0,0,0,0,0.269624624043665,0.632967971892071,0.496956272281317,1,0.744890741930121,0.830632506380491,0.896241183646578,1,0.844454555858895,0.999999999917176,FALSE
"TMEM150C",2,1,0,0,0,0.386151482120617,0,0,0,0.364945061534789,0.382215819338282,0.496967093257716,1,0.77645344238199,0.830632506380491,0.896241183646578,1,0.844462122343893,0.999999999917176,FALSE
"KATNAL2",0,1,0,1,0,0.448727904503565,2.52287512619565,2.52287512619565,0,0.528123581278211,0.492851268782208,0.496972270991741,1,0.854388174595226,0.830632506380491,0.896241183646578,1,0.844465742751472,0.999999999917176,FALSE
"SPACA5B",0,0,0,0,0,0,0,0,0,0.257251234209529,0.676815433548946,0.49699659155723,1,0.739963878543809,0.830632506380491,0.896241183646578,1,0.844482747607659,0.999999999917176,FALSE
"VOPP1",0,0,0,0,0,0,0,0,0,0.261945380800025,0.647217303724708,0.497007913694665,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.844490663601425,0.999999999917176,FALSE
"MS4A8",0,3,0,1,0,1.90105123476461,5.04758281845376,5.04758281845376,0,0.507649840822793,0.253034511225267,0.497016003261797,1,0.846127100464115,0.830632506380491,0.896241183646578,1,0.844496319351031,0.999999999917176,FALSE
"C17orf99",0,0,0,0,0,0,0,0,0,0.255903481570741,0.686764919502035,0.497090820339725,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.844548620812271,0.999999999917176,FALSE
"SPACA5",0,0,0,0,0,0,0,0,0,0.257346929658008,0.676888531411055,0.497133921361689,1,0.739963878543809,0.830632506380491,0.896241183646578,1,0.84457874580524,0.999999999917176,FALSE
"CD36",2,4,0,0,0,0.862595717809821,0,0,0,0.840103433278555,0.237898472753169,0.497143817548206,1,0.967022332807779,0.830632506380491,0.896241183646578,1,0.844585662110228,0.999999999917176,FALSE
"LAP3",2,5,0,0,0,1.30668306357805,0,0,0,0.698954515880851,0.30881320229587,0.497317066993647,1,0.922296111853715,0.830632506380491,0.896241183646578,1,0.844706711792085,0.999999999917176,FALSE
"PIH1D1",0,2,0,0,0,3.02542945636923,0,0,0,0.303872420338449,0.648211501766401,0.497366554122125,1,0.756773288521597,0.830632506380491,0.896241183646578,1,0.844741277449846,0.999999999917176,FALSE
"AP3B1",3,3,0,1,0,0.426858475859173,0.840611175648728,0.840611175648728,0,0.246537227536795,0.872891804060885,0.497373395806799,1,0.736896423571463,0.902382661224121,0.896241183646578,1,0.844746055826874,0.999999999917176,FALSE
"DGKG",3,13,1,0,0,1.72126515160835,0.844433545087267,0.844433545087267,0,0.301029767845184,0.87624368722139,0.497387203101433,1,0.756350966017346,0.90498053917594,0.896241183646578,1,0.844755698846355,0.999999999917176,FALSE
"TPM1",0,0,0,0,0,0,0,0,0,0.276120341146552,0.579864626761556,0.497426086345578,1,0.748119809419248,0.830632506380491,0.896241183646578,1,0.844782852858381,0.999999999917176,FALSE
"C19orf38",0,0,0,0,0,0,0,0,0,0.259989033245697,0.661156165955901,0.497439676197958,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.844792342579504,0.999999999917176,FALSE
"CRACR2B",0,0,0,0,0,0,0,0,0,0.263366694834912,0.6411764136392,0.497471841615675,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.844814802039109,0.999999999917176,FALSE
"CCZ1B",1,1,0,1,0,0.636155832704504,3.71437808925155,3.71437808925155,0,0.693617027575682,0.320739721014525,0.497477848903154,1,0.920288945791225,0.830632506380491,0.896241183646578,1,0.844818996389017,0.999999999917176,FALSE
"RECQL4",1,5,0,0,0,1.71375963524828,0,0,0,0.475231005720436,0.430937873897112,0.497492292189208,1,0.828715697617062,0.830632506380491,0.896241183646578,1,0.844829080543034,0.999999999917176,FALSE
"SYT17",2,2,0,0,0,0.48765841962231,0,0,0,0.406839592400401,0.331261710211974,0.497499170582683,1,0.796021271479422,0.830632506380491,0.896241183646578,1,0.844833882819331,0.999999999917176,FALSE
"DNAAF4",1,1,0,0,0,0.36443784542811,0,0,0,0.367085025017451,0.360860133712603,0.497647120505611,1,0.777558215303404,0.830632506380491,0.896241183646578,1,0.844937153746075,0.999999999917176,FALSE
"TMEM115",0,0,0,0,0,0,0,0,0,0.247315052259368,0.765933494424349,0.497659034361357,1,0.737265528807361,0.839085484206506,0.896241183646578,1,0.844945467855046,0.999999999917176,FALSE
"HP",2,1,0,0,0,0.371204180265263,0,0,0,0.344181743855771,0.411484054242374,0.497719123228157,1,0.770928591902611,0.830632506380491,0.896241183646578,1,0.844987396648737,0.999999999917176,FALSE
"B4GALT4",1,1,0,0,0,0.344176334164103,0,0,0,0.339640955771208,0.39685332576592,0.497797388901485,1,0.768367178792385,0.830632506380491,0.896241183646578,1,0.84504199797181,0.999999999917176,FALSE
"APLNR",2,7,0,0,0,1.70253431065372,0,0,0,0.40433565643584,0.480422912307038,0.497826582656496,1,0.794616205324766,0.830632506380491,0.896241183646578,1,0.845062361573836,0.999999999917176,FALSE
"DHCR24",1,4,0,0,0,1.92202190980881,0,0,0,0.40925633167216,0.482763892641565,0.49790924102087,1,0.797085699126737,0.830632506380491,0.896241183646578,1,0.845120009209626,0.999999999917176,FALSE
"CD8A",3,4,1,0,0,1.70676302560967,3.68565991406788,3.68565991406788,0,0.441341368411928,0.306467013345994,0.498015982219567,1,0.811006454027769,0.830632506380491,0.896241183646578,1,0.845194432405882,0.999999999917176,FALSE
"KIAA1328",2,4,0,0,0,0.840520065233649,0,0,0,0.812623541202678,0.237927924849373,0.498091335390435,1,0.958735369175646,0.830632506380491,0.896241183646578,1,0.845246957142247,0.999999999917176,FALSE
"SCRN3",0,3,0,0,0,2.30599483319066,0,0,0,0.386496717144463,0.532286035350412,0.498120214761704,1,0.785872869156793,0.830632506380491,0.896241183646578,1,0.845267084412841,0.999999999917176,FALSE
"FBXO40",5,12,3,0,0,0.979288147015916,2.21665518422014,2.21665518422014,0,0.965731732028353,0.281468571648907,0.498123844850826,1,0.994483931026008,0.830632506380491,0.896241183646578,1,0.845269614258949,0.999999999917176,FALSE
"PTGES",0,0,0,0,0,0,0,0,0,0.252711582910165,0.717776059260198,0.498148672357727,1,0.739038945561641,0.830632506380491,0.896241183646578,1,0.845286916092373,0.999999999917176,FALSE
"HVCN1",3,5,0,0,0,1.29819738266756,0,0,0,0.687460282032314,0.304421659243679,0.498203003670725,1,0.918254519332265,0.830632506380491,0.896241183646578,1,0.845324774269516,0.999999999917176,FALSE
"MPPE1",0,2,0,1,0,1.45300165692313,5.36100236504891,5.36100236504891,0,0.727179751612021,0.237927757351199,0.498287092141288,1,0.933424014157332,0.830632506380491,0.896241183646578,1,0.845383355617555,0.999999999917176,FALSE
"SLITRK3",16,42,3,0,2,0.895868172491312,0.717957016606138,0.717957016606138,0.844656267662923,0.701256752780566,0.581537398022664,0.842043141290628,0.591770019039237,0.923394413096158,0.830632506380491,0.917745079821052,1,0.845389480984429,0.999999999917176,FALSE
"CSNK2B",0,0,0,0,0,0,0,0,0,0.265871152506174,0.631533783921058,0.49840139433417,1,0.742751782488387,0.830632506380491,0.896241183646578,1,0.845462963001904,0.999999999917176,FALSE
"LHX8",10,13,2,1,0,0.644704047230133,1.05377615205012,1.05377615205012,0,0.282059194678724,0.935925205169014,0.498499514517375,1,0.751427905856975,0.950869130936225,0.896241183646578,1,0.845531279285965,0.999999999917176,FALSE
"AQP5",0,0,0,0,0,0,0,0,0,0.252198704455302,0.724586627909006,0.498527645950876,1,0.739038945561641,0.830719518853452,0.896241183646578,1,0.84555086226458,0.999999999917176,FALSE
"SLCO1B3",5,9,3,0,0,0.617482655936651,1.20311864393868,1.20311864393868,0,0.356973345078442,0.793408664294632,0.498542055080615,1,0.775410708450131,0.851501865014557,0.896241183646578,1,0.845560892197275,0.999999999917176,FALSE
"ALDH3A1",3,5,0,0,0,1.49845611272554,0,0,0,0.533301476141176,0.367238838731266,0.49856093459752,1,0.856777497708134,0.830632506380491,0.896241183646578,1,0.845574033254723,0.999999999917176,FALSE
"ASS1",0,3,0,0,0,2.25957846865005,0,0,0,0.398374486719671,0.519871103687521,0.49858745632068,1,0.790967417330472,0.830632506380491,0.896241183646578,1,0.845592492449983,0.999999999917176,FALSE
"KATNA1",1,4,0,0,0,1.62991931289341,0,0,0,0.538226029915311,0.387918768869479,0.498592734409874,1,0.858658192780644,0.830632506380491,0.896241183646578,1,0.845596165846855,0.999999999917176,FALSE
"UBE2L5",0,0,0,0,0,0,0,0,0,0.253419150709747,0.715173388545879,0.498676121727217,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.84565419358519,0.999999999917176,FALSE
"PLAU",4,5,0,0,0,1.00225283454711,0,0,0,0.997092488890479,0.245162712787378,0.49874146826198,1,0.999564881272085,0.830632506380491,0.896241183646578,1,0.845699657321381,0.999999999917176,FALSE
"CHRM4",3,4,1,0,0,0.919953735500727,4.29828509264682,4.29828509264682,0,0.903223924956143,0.260915171455556,0.498742974083465,1,0.981730943728287,0.830632506380491,0.896241183646578,1,0.845700704870051,0.999999999917176,FALSE
"SRD5A2",1,5,0,0,0,1.70842896484683,0,0,0,0.477835735532123,0.43041636979393,0.498827078673481,1,0.830277578435431,0.830632506380491,0.896241183646578,1,0.845759206348015,0.999999999917176,FALSE
"ZNF133",1,7,1,0,0,2.14541446002056,2.71343159756615,2.71343159756615,0,0.274631431124329,0.436931816020332,0.498838453333211,1,0.747566462416372,0.830632506380491,0.896241183646578,1,0.84576711724616,0.999999999917176,FALSE
"ISX",0,4,0,0,0,2.21752493214569,0,0,0,0.380423654326109,0.547346590720594,0.498912585167364,1,0.784110802375993,0.830632506380491,0.896241183646578,1,0.845818668425456,0.999999999917176,FALSE
"LMNB2",3,5,0,0,0,1.39816756762699,0,0,0,0.605495080910227,0.33376171665489,0.498959955502212,1,0.887881950870112,0.830632506380491,0.896241183646578,1,0.84585160392533,0.999999999917176,FALSE
"SLC27A1",3,6,0,0,0,1.48536544111573,0,0,0,0.522855126633093,0.376208874853179,0.498961234258031,1,0.852684724890224,0.830632506380491,0.896241183646578,1,0.845852492952378,0.999999999917176,FALSE
"KLHL12",2,2,0,0,0,0.503481114449785,0,0,0,0.428278454709898,0.317800070273542,0.498997298818039,1,0.805174231343343,0.830632506380491,0.896241183646578,1,0.845877564700334,0.999999999917176,FALSE
"C10orf143",0,0,0,0,0,0,0,0,0,0.264440903929605,0.642092555528869,0.499006405797528,1,0.74142844484539,0.830632506380491,0.896241183646578,1,0.845883895375882,0.999999999917176,FALSE
"TMPRSS5",1,1,0,0,0,0.35030121688649,0,0,0,0.347963690929024,0.386983360400114,0.499028549628974,1,0.772638308036268,0.830632506380491,0.896241183646578,1,0.845899287866642,0.999999999917176,FALSE
"GATA1",4,7,0,0,0,0.931568908300614,0,0,0,0.901070224001905,0.239921435132011,0.499029924798913,1,0.981384407960144,0.830632506380491,0.896241183646578,1,0.845900243734331,0.999999999917176,FALSE
"CTPS2",2,3,0,0,0,0.685556784772994,0,0,0,0.630332162831823,0.248326361008389,0.499058344413769,1,0.89821748913432,0.830632506380491,0.896241183646578,1,0.845919997092896,0.999999999917176,FALSE
"FAM9A",1,3,0,0,0,0.772874225974795,0,0,0,0.764328227064772,0.238525044590794,0.499133700483685,1,0.944799379012337,0.830632506380491,0.896241183646578,1,0.845972366304067,0.999999999917176,FALSE
"MTCL1",7,23,1,0,0,1.4296760198554,0.650740110766921,0.650740110766921,0,0.360676392343369,0.667152260858675,0.499153548227415,1,0.776001540413377,0.830632506380491,0.896241183646578,1,0.845986157735069,0.999999999917176,FALSE
"IL11",0,0,0,0,0,0,0,0,0,0.254840611581019,0.706774222651679,0.499182974994462,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.846006603807188,0.999999999917176,FALSE
"RFX7",2,7,0,0,0,1.10832331735822,0,0,0,0.874305389503778,0.271758556813736,0.499240808377941,1,0.976994698122619,0.830632506380491,0.896241183646578,1,0.846046782083779,0.999999999917176,FALSE
"LIPC",1,6,1,0,0,2.1594893001784,2.82928433680169,2.82928433680169,0,0.285019682321928,0.419734507666026,0.499264138219729,1,0.752301230889193,0.830632506380491,0.896241183646578,1,0.846062988003298,0.999999999917176,FALSE
"ARX",2,2,0,0,0,0.440861764303367,0,0,0,0.343430754041279,0.403622803746141,0.499387111153959,1,0.770394220731276,0.830632506380491,0.896241183646578,1,0.84614839231803,0.999999999917176,FALSE
"ACSL5",1,7,0,1,0,2.26128012039037,1.95556715842347,1.95556715842347,0,0.241627226879934,0.59078843716056,0.499387144049723,1,0.73504422799422,0.830632506380491,0.896241183646578,1,0.846148415159983,0.999999999917176,FALSE
"S100A7",2,5,1,0,0,1.76183265413704,3.70864951918183,3.70864951918183,0,0.411216434923065,0.310641561447085,0.499394556994503,1,0.797593177772984,0.830632506380491,0.896241183646578,1,0.846153562458445,0.999999999917176,FALSE
"MYLK4",3,4,2,0,0,0.805583962229717,2.42386626157378,2.42386626157378,0,0.752592345273072,0.329634383071065,0.49940855591076,1,0.942004555888427,0.830632506380491,0.896241183646578,1,0.846163282532938,0.999999999917176,FALSE
"HMGCR",2,5,0,0,0,1.02651567144026,0,0,0,0.969986382108694,0.254920994192036,0.499425831671895,1,0.994779207354386,0.830632506380491,0.896241183646578,1,0.846175277326648,0.999999999917176,FALSE
"DNAJC30",0,0,0,0,0,0,0,0,0,0.250055887674714,0.751172429954315,0.499487926225189,1,0.737756751940559,0.833939855920326,0.896241183646578,1,0.84621838547761,0.999999999917176,FALSE
"CD40",1,1,1,0,0,0.553011433398307,3.21928066119372,3.21928066119372,0,0.603147908096208,0.370020349804777,0.499497999814481,1,0.886593350202614,0.830632506380491,0.896241183646578,1,0.846225378178173,0.999999999917176,FALSE
"DFFA",0,0,0,0,0,0,0,0,0,0.262662906075734,0.654745301433962,0.499499206512419,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.846226215808123,0.999999999917176,FALSE
"DEPP1",0,0,0,0,0,0,0,0,0,0.248310792965296,0.769965230585194,0.49954017215154,1,0.737265528807361,0.840710593585831,0.896241183646578,1,0.846254650396772,0.999999999917176,FALSE
"HOXA11",2,5,0,0,0,1.83824615588982,0,0,0,0.376944254529096,0.507771593779616,0.499612497390267,1,0.782331683839417,0.830632506380491,0.896241183646578,1,0.846304843741498,0.999999999917176,FALSE
"IFNAR1",0,3,0,0,0,2.3157671979173,0,0,0,0.384053629265711,0.536980374448791,0.499641705363842,1,0.784981199176494,0.830632506380491,0.896241183646578,1,0.846325110957388,0.999999999917176,FALSE
"PGAP6",3,5,0,0,0,1.71466777786554,0,0,0,0.40690142046133,0.462439358147785,0.499739670248728,1,0.796021271479422,0.830632506380491,0.896241183646578,1,0.846393075663518,0.999999999917176,FALSE
"STING1",0,3,0,0,0,2.55992333949218,0,0,0,0.328927567325871,0.614521322046552,0.499800180975591,1,0.763961228274405,0.830632506380491,0.896241183646578,1,0.846435046353619,0.999999999917176,FALSE
"DEFB136",0,2,0,0,0,3.18900704459738,0,0,0,0.28201853011701,0.7092688942577,0.49983323113416,1,0.751423748575772,0.830632506380491,0.896241183646578,1,0.846457967095863,0.999999999917176,FALSE
"ISYNA1",0,0,0,0,0,0,0,0,0,0.258544950573817,0.68330076392591,0.499882492212228,1,0.74063800987276,0.830632506380491,0.896241183646578,1,0.846492126279022,0.999999999917176,FALSE
"HLA-DQA2",0,2,1,0,0,1.13597665504224,5.0693872031228,5.0693872031228,0,0.905532708551915,0.251926312694846,0.499901246441693,1,0.981863911492185,0.830632506380491,0.896241183646578,1,0.846505129776554,0.999999999917176,FALSE
"MYEF2",2,10,1,0,0,1.94257495058309,1.09657382940629,1.09657382940629,0,0.261964660601759,0.935726086624185,0.499930491709263,1,0.740955019227351,0.950717098322336,0.896241183646578,1,0.846525405972597,0.999999999917176,FALSE
"CRYZL1",0,1,0,1,0,1.02281727381503,4.98562037769788,4.98562037769788,0,0.986040756429732,0.256233660255864,0.500011842985483,1,0.998077765652358,0.830632506380491,0.896241183646578,1,0.846581799071714,0.999999999917176,FALSE
"RLN3",0,0,0,0,0,0,0,0,0,0.259875657743379,0.675584430339289,0.500138232823057,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.846669386864983,0.999999999917176,FALSE
"CTAG1A",0,0,0,0,0,0,0,0,0,0.253539521463575,0.723611121386904,0.50017229674618,1,0.73944792283319,0.830719518853452,0.896241183646578,1,0.846692987601047,0.999999999917176,FALSE
"CTAG1B",0,0,0,0,0,0,0,0,0,0.253539521463575,0.723611121386904,0.50017229674618,1,0.73944792283319,0.830719518853452,0.896241183646578,1,0.846692987601047,0.999999999917176,FALSE
"SLC9A3R2",0,0,0,0,0,0,0,0,0,0.261099633356622,0.668188166266928,0.500258787419659,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.846752901090897,0.999999999917176,FALSE
